feature_code,date_code,units,value,region_of_residence,breakdown_of_domestic_tourism,local_authority
S12000047,2011-2013,Thousand Nights,1444,All of GB,Nights,Fife
S12000047,2015-2017,million pounds (GBP),89,All of GB,Expenditure,Fife
S12000047,2010-2012,Thousand Nights,716,Scotland,Nights,Fife
S12000047,2010-2012,Thousand Nights,910,England,Nights,Fife
S12000047,2015-2017,Thousand Visits,556,All of GB,Visits,Fife
S12000047,2011-2013,Thousand Visits,191,England,Visits,Fife
S12000047,2009-2011,million pounds (GBP),40,Scotland,Expenditure,Fife
S12000047,2015-2017,Thousand Visits,307,Scotland,Visits,Fife
S12000047,2015-2017,million pounds (GBP),49,England,Expenditure,Fife
S12000047,2013-2015,million pounds (GBP),38,Scotland,Expenditure,Fife
S12000047,2014-2016,million pounds (GBP),47,England,Expenditure,Fife
S12000047,2016-2018,Thousand Visits,229,England,Visits,Fife
S12000047,2016-2018,million pounds (GBP),94,All of GB,Expenditure,Fife
S12000047,2010-2012,million pounds (GBP),45,England,Expenditure,Fife
S12000047,2011-2013,million pounds (GBP),54,England,Expenditure,Fife
S12000047,2017-2019,Thousand Visits,221,England,Visits,Fife
S12000047,2011-2013,Thousand Visits,446,All of GB,Visits,Fife
S12000047,2011-2013,million pounds (GBP),88,All of GB,Expenditure,Fife
S12000047,2015-2017,Thousand Nights,1705,All of GB,Nights,Fife
S12000048,2009-2011,Thousand Nights,1316,Scotland,Nights,Perth and Kinross
S12000048,2013-2015,Thousand Visits,203,England,Visits,Perth and Kinross
S12000048,2010-2012,million pounds (GBP),83,Scotland,Expenditure,Perth and Kinross
S12000048,2016-2018,Thousand Nights,877,England,Nights,Perth and Kinross
S12000048,2010-2012,million pounds (GBP),82,England,Expenditure,Perth and Kinross
S12000048,2011-2013,Thousand Nights,1348,Scotland,Nights,Perth and Kinross
S12000048,2014-2016,Thousand Nights,2121,All of GB,Nights,Perth and Kinross
S12000048,2015-2017,Thousand Nights,1236,Scotland,Nights,Perth and Kinross
S12000048,2017-2019,million pounds (GBP),79,England,Expenditure,Perth and Kinross
S12000048,2009-2011,Thousand Visits,723,All of GB,Visits,Perth and Kinross
S12000048,2013-2015,Thousand Nights,1493,Scotland,Nights,Perth and Kinross
S12000048,2015-2017,Thousand Nights,748,England,Nights,Perth and Kinross
S12000048,2014-2016,Thousand Nights,632,England,Nights,Perth and Kinross
S12000048,2013-2015,Thousand Nights,792,England,Nights,Perth and Kinross
S12000048,2016-2018,million pounds (GBP),72,Scotland,Expenditure,Perth and Kinross
S12000048,2017-2019,Thousand Nights,1037,England,Nights,Perth and Kinross
S12000048,2010-2012,Thousand Nights,1392,Scotland,Nights,Perth and Kinross
S12000048,2013-2015,Thousand Nights,2285,All of GB,Nights,Perth and Kinross
S12000048,2016-2018,Thousand Nights,1092,Scotland,Nights,Perth and Kinross
S12000048,2012-2014,Thousand Nights,976,England,Nights,Perth and Kinross
S12000048,2009-2011,Thousand Nights,1078,England,Nights,Perth and Kinross
S12000048,2011-2013,million pounds (GBP),74,England,Expenditure,Perth and Kinross
S12000048,2011-2013,million pounds (GBP),96,Scotland,Expenditure,Perth and Kinross
S12000048,2012-2014,million pounds (GBP),96,Scotland,Expenditure,Perth and Kinross
S12000048,2011-2013,million pounds (GBP),171,All of GB,Expenditure,Perth and Kinross
S12000048,2015-2017,million pounds (GBP),130,All of GB,Expenditure,Perth and Kinross
S12000048,2014-2016,Thousand Visits,518,Scotland,Visits,Perth and Kinross
S12000048,2010-2012,million pounds (GBP),167,All of GB,Expenditure,Perth and Kinross
S12000048,2012-2014,Thousand Visits,742,All of GB,Visits,Perth and Kinross
S12000048,2012-2014,Thousand Visits,244,England,Visits,Perth and Kinross
S12000048,2016-2018,Thousand Nights,2004,All of GB,Nights,Perth and Kinross
S12000048,2016-2018,million pounds (GBP),66,England,Expenditure,Perth and Kinross
S12000048,2009-2011,Thousand Visits,258,England,Visits,Perth and Kinross
S12000048,2014-2016,million pounds (GBP),83,Scotland,Expenditure,Perth and Kinross
S12000048,2016-2018,Thousand Visits,447,Scotland,Visits,Perth and Kinross
S12000048,2017-2019,Thousand Visits,694,All of GB,Visits,Perth and Kinross
S12000048,2014-2016,million pounds (GBP),134,All of GB,Expenditure,Perth and Kinross
S12000048,2013-2015,million pounds (GBP),55,England,Expenditure,Perth and Kinross
S12000048,2010-2012,Thousand Visits,515,Scotland,Visits,Perth and Kinross
S12000048,2009-2011,Thousand Visits,458,Scotland,Visits,Perth and Kinross
S12000048,2010-2012,Thousand Nights,2589,All of GB,Nights,Perth and Kinross
S12000048,2015-2017,million pounds (GBP),55,England,Expenditure,Perth and Kinross
S12000048,2016-2018,million pounds (GBP),138,All of GB,Expenditure,Perth and Kinross
S12000048,2013-2015,Thousand Visits,722,All of GB,Visits,Perth and Kinross
S12000048,2017-2019,million pounds (GBP),158,All of GB,Expenditure,Perth and Kinross
S12000048,2012-2014,Thousand Nights,2427,All of GB,Nights,Perth and Kinross
S12000048,2014-2016,Thousand Visits,722,All of GB,Visits,Perth and Kinross
S12000048,2017-2019,Thousand Visits,261,England,Visits,Perth and Kinross
S12000048,2011-2013,Thousand Visits,285,England,Visits,Perth and Kinross
S12000048,2014-2016,Thousand Visits,196,England,Visits,Perth and Kinross
S12000048,2012-2014,million pounds (GBP),159,All of GB,Expenditure,Perth and Kinross
S12000048,2011-2013,Thousand Visits,481,Scotland,Visits,Perth and Kinross
S12000048,2014-2016,million pounds (GBP),50,England,Expenditure,Perth and Kinross
S12000048,2016-2018,Thousand Visits,217,England,Visits,Perth and Kinross
S12000048,2013-2015,Thousand Visits,518,Scotland,Visits,Perth and Kinross
S12000048,2009-2011,million pounds (GBP),157,All of GB,Expenditure,Perth and Kinross
S12000048,2017-2019,million pounds (GBP),79,Scotland,Expenditure,Perth and Kinross
S12000048,2013-2015,million pounds (GBP),157,All of GB,Expenditure,Perth and Kinross
S12000048,2016-2018,Thousand Visits,675,All of GB,Visits,Perth and Kinross
S12000048,2017-2019,Thousand Nights,2116,All of GB,Nights,Perth and Kinross
S12000048,2012-2014,Thousand Nights,1452,Scotland,Nights,Perth and Kinross
S12000048,2010-2012,Thousand Visits,809,All of GB,Visits,Perth and Kinross
S12000048,2015-2017,Thousand Nights,2020,All of GB,Nights,Perth and Kinross
S12000048,2015-2017,Thousand Visits,486,Scotland,Visits,Perth and Kinross
S12000048,2011-2013,Thousand Nights,1158,England,Nights,Perth and Kinross
S12000048,2011-2013,Thousand Visits,772,All of GB,Visits,Perth and Kinross
S12000048,2015-2017,million pounds (GBP),74,Scotland,Expenditure,Perth and Kinross
S12000048,2009-2011,million pounds (GBP),79,England,Expenditure,Perth and Kinross
S12000048,2015-2017,Thousand Visits,207,England,Visits,Perth and Kinross
S12000048,2010-2012,Thousand Nights,1167,England,Nights,Perth and Kinross
S12000048,2012-2014,Thousand Visits,498,Scotland,Visits,Perth and Kinross
S12000048,2017-2019,Thousand Nights,1076,Scotland,Nights,Perth and Kinross
S12000048,2014-2016,Thousand Nights,1457,Scotland,Nights,Perth and Kinross
S12000048,2015-2017,Thousand Visits,704,All of GB,Visits,Perth and Kinross
S12000048,2017-2019,Thousand Visits,429,Scotland,Visits,Perth and Kinross
S12000048,2009-2011,Thousand Nights,2424,All of GB,Nights,Perth and Kinross
S12000048,2012-2014,million pounds (GBP),63,England,Expenditure,Perth and Kinross
S12000048,2011-2013,Thousand Nights,2523,All of GB,Nights,Perth and Kinross
S12000048,2009-2011,million pounds (GBP),76,Scotland,Expenditure,Perth and Kinross
S12000048,2010-2012,Thousand Visits,287,England,Visits,Perth and Kinross
S12000048,2013-2015,million pounds (GBP),103,Scotland,Expenditure,Perth and Kinross
S12000049,2010-2012,Thousand Nights,3902,All of GB,Nights,Glasgow City
S12000049,2012-2014,Thousand Nights,4401,All of GB,Nights,Glasgow City
S12000049,2014-2016,Thousand Visits,663,Scotland,Visits,Glasgow City
S12000049,2013-2015,Thousand Nights,4278,All of GB,Nights,Glasgow City
S12000049,2012-2014,million pounds (GBP),111,Scotland,Expenditure,Glasgow City
S12000049,2013-2015,Thousand Nights,1242,Scotland,Nights,Glasgow City
S12000049,2009-2011,Thousand Nights,3884,All of GB,Nights,Glasgow City
S12000049,2009-2011,Thousand Visits,1631,All of GB,Visits,Glasgow City
S12000049,2016-2018,million pounds (GBP),361,All of GB,Expenditure,Glasgow City
S12000049,2014-2016,Thousand Nights,1270,Scotland,Nights,Glasgow City
S12000049,2012-2014,Thousand Nights,3061,England,Nights,Glasgow City
S12000049,2017-2019,Thousand Nights,1229,Scotland,Nights,Glasgow City
S12000049,2017-2019,Thousand Nights,3602,All of GB,Nights,Glasgow City
S12000049,2009-2011,Thousand Visits,573,Scotland,Visits,Glasgow City
S12000049,2011-2013,Thousand Nights,3852,All of GB,Nights,Glasgow City
S12000049,2015-2017,Thousand Nights,1117,Scotland,Nights,Glasgow City
S12000049,2015-2017,Thousand Visits,1599,All of GB,Visits,Glasgow City
S12000049,2014-2016,million pounds (GBP),122,Scotland,Expenditure,Glasgow City
S12000049,2015-2017,Thousand Nights,3786,All of GB,Nights,Glasgow City
S12000049,2011-2013,Thousand Visits,976,England,Visits,Glasgow City
S12000049,2017-2019,million pounds (GBP),120,Scotland,Expenditure,Glasgow City
S12000049,2017-2019,Thousand Nights,2325,England,Nights,Glasgow City
S12000049,2016-2018,Thousand Nights,3600,All of GB,Nights,Glasgow City
S12000049,2016-2018,Thousand Nights,2416,England,Nights,Glasgow City
S12000049,2013-2015,Thousand Visits,627,Scotland,Visits,Glasgow City
S12000049,2010-2012,Thousand Visits,1085,England,Visits,Glasgow City
S12000049,2015-2017,million pounds (GBP),261,England,Expenditure,Glasgow City
S12000049,2010-2012,Thousand Nights,2875,England,Nights,Glasgow City
S12000049,2016-2018,Thousand Visits,566,Scotland,Visits,Glasgow City
S12000049,2012-2014,Thousand Visits,1051,England,Visits,Glasgow City
S12000049,2013-2015,million pounds (GBP),118,Scotland,Expenditure,Glasgow City
S12000049,2012-2014,Thousand Visits,1727,All of GB,Visits,Glasgow City
S12000049,2011-2013,million pounds (GBP),324,All of GB,Expenditure,Glasgow City
S12000049,2009-2011,Thousand Visits,1028,England,Visits,Glasgow City
S12000049,2016-2018,Thousand Visits,960,England,Visits,Glasgow City
S12000049,2010-2012,Thousand Visits,1692,All of GB,Visits,Glasgow City
S12000049,2015-2017,Thousand Visits,580,Scotland,Visits,Glasgow City
S12000049,2015-2017,Thousand Visits,979,England,Visits,Glasgow City
S12000049,2017-2019,million pounds (GBP),241,England,Expenditure,Glasgow City
S12000049,2009-2011,million pounds (GBP),240,England,Expenditure,Glasgow City
S12000049,2013-2015,Thousand Visits,990,England,Visits,Glasgow City
S12000049,2010-2012,million pounds (GBP),90,Scotland,Expenditure,Glasgow City
S12000049,2009-2011,million pounds (GBP),90,Scotland,Expenditure,Glasgow City
S12000049,2015-2017,million pounds (GBP),116,Scotland,Expenditure,Glasgow City
S12000049,2011-2013,Thousand Nights,2725,England,Nights,Glasgow City
S12000049,2009-2011,million pounds (GBP),341,All of GB,Expenditure,Glasgow City
S12000049,2013-2015,million pounds (GBP),242,England,Expenditure,Glasgow City
S12000049,2011-2013,Thousand Visits,590,Scotland,Visits,Glasgow City
S12000049,2013-2015,Thousand Visits,1682,All of GB,Visits,Glasgow City
S12000049,2012-2014,million pounds (GBP),219,England,Expenditure,Glasgow City
S12000049,2017-2019,Thousand Visits,1577,All of GB,Visits,Glasgow City
S12000049,2017-2019,Thousand Visits,946,England,Visits,Glasgow City
S12000049,2016-2018,Thousand Visits,1556,All of GB,Visits,Glasgow City
S12000049,2013-2015,million pounds (GBP),373,All of GB,Expenditure,Glasgow City
S12000049,2017-2019,million pounds (GBP),364,All of GB,Expenditure,Glasgow City
S12000049,2016-2018,million pounds (GBP),115,Scotland,Expenditure,Glasgow City
S12000049,2014-2016,million pounds (GBP),267,England,Expenditure,Glasgow City
S12000049,2014-2016,Thousand Visits,1767,All of GB,Visits,Glasgow City
S12000049,2011-2013,million pounds (GBP),211,England,Expenditure,Glasgow City
S12000049,2014-2016,million pounds (GBP),406,All of GB,Expenditure,Glasgow City
S12000049,2014-2016,Thousand Visits,1025,England,Visits,Glasgow City
S12000049,2010-2012,Thousand Visits,572,Scotland,Visits,Glasgow City
S12000049,2010-2012,million pounds (GBP),342,All of GB,Expenditure,Glasgow City
S12000049,2012-2014,million pounds (GBP),343,All of GB,Expenditure,Glasgow City
S12000049,2016-2018,million pounds (GBP),237,England,Expenditure,Glasgow City
S12000049,2013-2015,Thousand Nights,2920,England,Nights,Glasgow City
S12000049,2012-2014,Thousand Nights,1206,Scotland,Nights,Glasgow City
S12000049,2017-2019,Thousand Visits,614,Scotland,Visits,Glasgow City
S12000049,2011-2013,Thousand Nights,1052,Scotland,Nights,Glasgow City
S12000049,2009-2011,Thousand Nights,974,Scotland,Nights,Glasgow City
S12000049,2014-2016,Thousand Nights,2895,England,Nights,Glasgow City
S12000049,2009-2011,Thousand Nights,2833,England,Nights,Glasgow City
S12000049,2011-2013,million pounds (GBP),103,Scotland,Expenditure,Glasgow City
S12000049,2014-2016,Thousand Nights,4324,All of GB,Nights,Glasgow City
S12000049,2010-2012,million pounds (GBP),242,England,Expenditure,Glasgow City
S12000049,2015-2017,Thousand Nights,2567,England,Nights,Glasgow City
S12000049,2011-2013,Thousand Visits,1594,All of GB,Visits,Glasgow City
S12000049,2015-2017,million pounds (GBP),388,All of GB,Expenditure,Glasgow City
S12000049,2012-2014,Thousand Visits,611,Scotland,Visits,Glasgow City
S12000049,2010-2012,Thousand Nights,955,Scotland,Nights,Glasgow City
S12000049,2016-2018,Thousand Nights,1091,Scotland,Nights,Glasgow City
S12000050,2017-2019,million pounds (GBP),5,Scotland,Expenditure,North Lanarkshire
S12000050,2011-2013,Thousand Visits,130,England,Visits,North Lanarkshire
S12000050,2014-2016,Thousand Nights,283,All of GB,Nights,North Lanarkshire
S12000050,2009-2011,Thousand Nights,293,England,Nights,North Lanarkshire
S12000050,2014-2016,Thousand Visits,119,All of GB,Visits,North Lanarkshire
S12000050,2016-2018,Thousand Visits,84,All of GB,Visits,North Lanarkshire
S12000050,2010-2012,million pounds (GBP),44,All of GB,Expenditure,North Lanarkshire
S12000050,2012-2014,Thousand Nights,414,All of GB,Nights,North Lanarkshire
S12000050,2011-2013,million pounds (GBP),28,England,Expenditure,North Lanarkshire
S12000050,2014-2016,million pounds (GBP),17,All of GB,Expenditure,North Lanarkshire
S12000050,2013-2015,Thousand Nights,264,England,Nights,North Lanarkshire
S12000050,2013-2015,million pounds (GBP),19,All of GB,Expenditure,North Lanarkshire
S12000050,2010-2012,Thousand Visits,81,Scotland,Visits,North Lanarkshire
S12000050,2012-2014,million pounds (GBP),23,All of GB,Expenditure,North Lanarkshire
S12000050,2009-2011,Thousand Visits,74,Scotland,Visits,North Lanarkshire
S12000050,2014-2016,million pounds (GBP),12,England,Expenditure,North Lanarkshire
S12000050,2011-2013,Thousand Nights,389,England,Nights,North Lanarkshire
S12000050,2010-2012,million pounds (GBP),30,England,Expenditure,North Lanarkshire
S12000050,2013-2015,million pounds (GBP),13,England,Expenditure,North Lanarkshire
S12000050,2011-2013,million pounds (GBP),5,Scotland,Expenditure,North Lanarkshire
S12000050,2013-2015,Thousand Visits,139,All of GB,Visits,North Lanarkshire
S12000050,2010-2012,Thousand Nights,735,All of GB,Nights,North Lanarkshire
S12000050,2010-2012,million pounds (GBP),14,Scotland,Expenditure,North Lanarkshire
S12000050,2017-2019,million pounds (GBP),21,All of GB,Expenditure,North Lanarkshire
S12000050,2016-2018,million pounds (GBP),2,Scotland,Expenditure,North Lanarkshire
S12000050,2013-2015,Thousand Nights,94,Scotland,Nights,North Lanarkshire
S12000050,2016-2018,Thousand Nights,143,England,Nights,North Lanarkshire
S12000050,2016-2018,million pounds (GBP),16,All of GB,Expenditure,North Lanarkshire
S12000050,2013-2015,Thousand Visits,46,Scotland,Visits,North Lanarkshire
S12000050,2015-2017,Thousand Visits,95,All of GB,Visits,North Lanarkshire
S12000050,2014-2016,Thousand Visits,58,England,Visits,North Lanarkshire
S12000050,2012-2014,Thousand Visits,154,All of GB,Visits,North Lanarkshire
S12000050,2012-2014,Thousand Nights,283,England,Nights,North Lanarkshire
S12000050,2011-2013,Thousand Visits,55,Scotland,Visits,North Lanarkshire
S12000050,2009-2011,million pounds (GBP),37,All of GB,Expenditure,North Lanarkshire
S12000050,2014-2016,Thousand Nights,194,England,Nights,North Lanarkshire
S12000050,2009-2011,Thousand Visits,188,All of GB,Visits,North Lanarkshire
S12000050,2012-2014,Thousand Nights,102,Scotland,Nights,North Lanarkshire
S12000050,2017-2019,Thousand Nights,362,All of GB,Nights,North Lanarkshire
S12000050,2016-2018,Thousand Visits,55,England,Visits,North Lanarkshire
S12000050,2016-2018,Thousand Nights,179,All of GB,Nights,North Lanarkshire
S12000050,2012-2014,Thousand Visits,78,England,Visits,North Lanarkshire
S12000050,2010-2012,Thousand Visits,216,All of GB,Visits,North Lanarkshire
S12000050,2015-2017,Thousand Nights,239,All of GB,Nights,North Lanarkshire
S12000050,2017-2019,Thousand Visits,39,Scotland,Visits,North Lanarkshire
S12000050,2016-2018,Thousand Visits,28,Scotland,Visits,North Lanarkshire
S12000050,2015-2017,Thousand Visits,29,Scotland,Visits,North Lanarkshire
S12000050,2011-2013,Thousand Nights,135,Scotland,Nights,North Lanarkshire
S12000050,2017-2019,Thousand Nights,168,Scotland,Nights,North Lanarkshire
S12000050,2011-2013,Thousand Visits,185,All of GB,Visits,North Lanarkshire
S12000050,2015-2017,million pounds (GBP),3,Scotland,Expenditure,North Lanarkshire
S12000050,2009-2011,Thousand Nights,347,Scotland,Nights,North Lanarkshire
S12000050,2012-2014,Thousand Visits,47,Scotland,Visits,North Lanarkshire
S12000050,2009-2011,million pounds (GBP),25,England,Expenditure,North Lanarkshire
S12000050,2015-2017,Thousand Nights,44,Scotland,Nights,North Lanarkshire
S12000050,2015-2017,million pounds (GBP),15,All of GB,Expenditure,North Lanarkshire
S12000050,2013-2015,million pounds (GBP),4,Scotland,Expenditure,North Lanarkshire
S12000050,2010-2012,Thousand Visits,135,England,Visits,North Lanarkshire
S12000050,2012-2014,million pounds (GBP),4,Scotland,Expenditure,North Lanarkshire
S12000050,2014-2016,Thousand Nights,60,Scotland,Nights,North Lanarkshire
S12000050,2011-2013,Thousand Nights,524,All of GB,Nights,North Lanarkshire
S12000050,2014-2016,million pounds (GBP),3,Scotland,Expenditure,North Lanarkshire
S12000050,2017-2019,million pounds (GBP),16,England,Expenditure,North Lanarkshire
S12000050,2015-2017,Thousand Nights,196,England,Nights,North Lanarkshire
